,,,,,,,,,,,,,,,,,DEPENDS ON LEAF_TYPE = ANYTHING BUT SIMPLE,DEPENDS ON LEAF_TYPE = ANYTHING BUT SIMPLE,DEPENDS ON OPPOSITE > PINNATELY COMPOUND,,,"DEPENDENT ON OPPOSITE, SIMPLE, LOBED",DEPENDENT ON MAPLE-SINUS-SHAPE > V-SHAPED,,,,,,,,DEPENDANT ON flower_type = showy,,,,,,
broadleaf tree,Quercus rubra,northern red oak,,Fagaceae,WI,"Our most shade-tolerant oak found throughout WI, sometimes becoming a dominant member of upland forests.","Straight, tall tree to 92'.  Leaves alternate and pointy-lobed with shallow sinuses extending less way that 1/2 way to the midvein.  The acorn is large, 3/4 - 1"", with a beret-like cap that covers only 1/4"" or less of the seed.  The bark is dark grey with flat, lighter grey ridges that appear slightly shiny, giving the trunk and large branches a light-dark striped quality.","By wildlife:  Acorn are consumed by wildlife, but not as readily as members of the white oak group (with rounded lobes). 
By humans:  A commercially valuable timber tree, with porous wood that takes stain very well.  Used for furniture, flooring, and construction. ","The most common pointy-lobed oak in WI, having sinuses extending less than 1/2 way to the midrib.  Also with the largest acorn of all our oaks.","Other members of the red oak group in WI (northern pin oak, scarlet oak, pin oak) have deeper sinuses and smaller acorns.  They are also not as common.",Native,,broadleaf,alternate,simple,lobed,,,,pointed lobes,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,acorn,brown,"ridged, fissured","red, burgundy",grey-brown
broadleaf tree,Quercus palustris,pin oak,,Fagaceae,WI,"Moist to wet bottomlands, and poorly drained upland clay soils in southern WI. Relatively rare.","Tree to 80' tall; grayish brown bark with wide, shallow fissures, inner bark pinkish. Leaves elliptic to oblong in outline, base blunt to slightly pointed; edges with 5-7 lobes and 10-30 sharp points, lowest 2 lobes somewhat recurved downward. Acorns 1/2 - 2/3"" long with a thin, saucer-shaped cup covering 1/4 of the nut; round to oval nut often with obvious stripes.
","By wildlife:  Acorns are food for wildlife including white-tailed deer, squirrels, wild turkeys, woodpeckers, bluejays, and waterfowl. Acorns are an especially important food source for wood ducks and mallards during fall migration. 
By humans:  The hard, heavy, knotty wood is used locally for construction timbers, mine props, and fuel but has little commercial value.","Rare oak with pointed lobes, occuring on bottomlands or poorly drained sites with a shallow cup covering only 1/4 of the acorn.","Leaves appear similar to Q. elllipsoidalis (northern pin oak) and Q. coccinea (scarlet oak), but Q. palustris can be distinguished from these species by having a shallower acorn cup, covering only about 1/4 of the nut. Also, Q. palustris is found in wet lowlands as oppose to well-drained uplands.  The acorn is much smaller than red oak (Q. rubra) that also has a shallow cup, but also shallow sinuses on the leaves.",Special concern,,broadleaf,alternate,simple,lobed,,,,pointed lobes,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,acorn,brown,"fissured, ridged, blocky","red, brown, burgundy",grey-brown
broadleaf tree,Quercus macrocarpa,bur oak,,Fagaceae,WI,Found in dry open prairies and savannas in southern WI; very fire resistant.,"Tree to 98' + tall, often with short trunk and open grown form.  Bark thick, dark gray brown, flat-ridged or scaly, with corky ridges on twigs. Leaves obovate to narrowly elliptic in outline, often fiddle-shaped, bases rounded to pointed, edges lobed and/or toothed with deepest lobes near the base, rounded tip becoming merely wavy, upper side dark dull green, underside light green to whitish.  Acorns on stout stalks with thick semi-circular to turban-like cup covering 1/2-7/8"" of the nut. The cup has a fringe of bristles around the edge.","Acorns eaten by wildlife. The wood is high quality, marketed as ""white oak"".  Grown as an ornamental tree in parks and yards.","Bark is very thick, and twigs have corky ridges.  The leaf has a large terminal lobe and usually a pair of very deep sinuses about a third to halfway up the leaf.  The acorn cap has a fringe of bristles.","White oak (Quercus alba) has leaves with lobes and sinuses that are of fairly even size along the length of the leaf.  There are no corky ridges on the young branches.  The acorn does not have a fringe of bristles on the cup.  White oak and bur oak sometimes hybridize, complicating identification as hybrids have intermediate traits.",Native,,broadleaf,alternate,simple,lobed,,,,rounded lobes,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,acorn,brown,ridged,"yellow, brown",grey-brown
broadleaf tree,Quercus alba,white oak,,Fagaceae,WI,Shade intolerant tree found in dry to dry-mesic forests in southern half of Wisconsin.,"A large, long-lived tree with alternate leaves having evenly, deeply rounded lobes.  The leaves are obovate to oblong, 5 - 9"" (13–22 cm) long and 2.5 to 4.5"" (7.0–11.4 cm) wide, with 5-7 lobes.  They are deep  glossy green above, and lighter below, turning deep red to red-brown in fall.  Flowers are in hairy catkins 2.5 - 3"" long.  Acorns are 0.75 - 1"" long with corky cap covering 1/4 to 1/2 of the seed.  Bark light grey and shallowly fissured, becoming flaky.  Most abundant in dry to dry-mesic forests in southern WI, where it grows up to 140 ft tall with a narrowly spreading crown.  When grown in the open, the white oak crown may spread horizontally to become wider than the tree is tall.","By wildlife:  Acorns are important food for squirrels, turkeys,deer, birds, and insects. 
By humans:  White oak wood is used for manufacture of wine and whiskey barrels because tyloses, or plugs in the vessels of the wood, prevent it from leaking.  It also resists rot, and is use for ship-building. The wood also is valuable for furniture and interior trim of houses.","Leaves with even, rounded lobes.  Bark light grey with regular shallow fissures.","Bur oak (Q. macrocarpa) has thicker bark, corky ridges on twigs, and an acorn cup with a fringe of bristles.  The leaves of bur oak tend to have a large terminal lobe with one pair of sinuses much deeper than all the rest.  White oak lobes and sinuses are more regularly sized along the entire length of the leaf.
Swamp white oak (Q. bicolor) has leaves with wavy margins, not as deeply lobed as white oak.  The bark of swamp white oak is distinctly peeling on younger branches, and the acorns are on long stalks.",Native,,broadleaf,alternate,simple,lobed,,,,rounded lobes,pinnate,,,round,no,dull,dull,no,no thorns,inconspicuous / petals absent,,,acorn,brown,"scaly, fissured, ridged","brown, burgundy",grey-brown
broadleaf tree,Quercus muhlenbergii,chinkapin oak,"chinquapin oak,  yellow oak",Fagaceae,WI,"Mixed woodlands and thickets, often on north-facing slopes; on limestone and calcareous soils","Tree to 60' tall.  Leaves have shallowly lobed or wavy margins, with short teeth,  4 to 7 inches long, dark, shiny green above, and paler below. Acorn, nut 1/2 to 1"" long, broadest toward the base, with a thin bowl-shaped cap covering 1/3 of acorn, with a tattered fringe on the margin of cap. Acorn dark brown when mature.
Bark is thin, light gray, rough and flaky.  The twigs are moderately slender, orange-brown, with buds cluster at branch tips. Terminal buds 1/8 inch long, pointed,  chestnut brown, individual scales with frosted edges.","Wood is good, and has many uses: furniture, flooring, construction, barrels. ","A wavy margined leaf with teeth, similar to a chestnut, but with acorns!  Bark not peely on young branches like swamp white oak.","Swamp white oak has waves on the margins that do not end in a point, and acorns on longer (usually >2"") stalk.  The bark of swamp white oak is peeling.",Special concern,,broadleaf,alternate,simple,"obovate, ovate, lanceolate, elliptic, lobed",,,,wavy,pinnate,,,round,no,"dull, shiny","dull, hairy",no,no thorns,inconspicuous / petals absent,,,acorn,brown,"fissured, ridged","orange, brown, yellow",grey-brown
broadleaf tree,Quercus bicolor,swamp white oak,,Fagaceae,WI,"Common along rivers and on floodplains and other moist sites in southern Wisconsin. Increasingly planted in suburban areas, on low ground.","Spreading tree of floodplains, with alternate, simple leaves having shallowly lobed, or wavy margins. The leaves are green above, and soft, velvety hairy beneath. The acorn is borne on a long 1 - 2 1/2"" stalk.  The bark is distinctly peeling, especially on younger branches.","Acorns eaten by wildlife. The hard wood resists leakage, like other white oaks, and is used for construction, cabinet making, boat building, railroad ties, fencing, and barrels.","Wavy margined leaves that are velvety beneath, and acorns on a long (>2.5 cm) stalk. Bark of younger branches peeling.","Chinkapin oak (Q. muhlenbergii) is a less common tree, and has an acorn that is sessile or on a short (<1.5 cm) stalk. The wavy margins of the leaf are more tooth-like than in swamp white oak.  The bark is not distinctly peeling on younger branches.",Native,,broadleaf,alternate,simple,"obovate, ovate, lanceolate, elliptic, lobed",,,,wavy,pinnate,,,round,no,dull,hairy,no,no thorns,inconspicuous / petals absent,,,acorn,brown,"peeling/papery, fissured","orange, yellow, red",grey-brown
broadleaf tree,Morus alba,white mulberry,"Russian mulberry, Chinese mulberry",Moraceae,China,Planted as fruit tree; escapes cultivation in S WI.,"Weedy trees that often have leaning trunks, and highly variable, alternate leaves that are shiny and 3-veined at the base.  The bark is light brown.  On young, vigorous shoots, or in shady areas, the leaves may be up to 30 cm long, ovate or irregularly lobed (often mitten shaped) with rounded sinuses.  In sunny areas, the leaves are smaller, 5–15 cm long, and may be intricately, irregularly lobed. The leaf margin is toothed. Milky sap is present in the petiole during the growing season.  The flowers are single-sex catkins; male catkins are 2–3.5 cm long, and female catkins 1–2 cm long. Male and female flowers are usually on separate trees. The fruit is a 0.5-1"" long aggregate resembling a blackberry that is white or green when unripe, turning red and then black. ","By animals:  Birds and other animals eat the fruits and disperse the seeds.
By humans:  The fruit is edible and made into pies, jams, and wine.  White mulberry, native to China, is the principal food source for the silkworm, from which silk is made.","Shiny, highly variable leaves, often mitten-like or with irregular lobes. Black edible fruit looks like a blackberry.","American mulberry (Morus rubra) has rough leaves, not smooth and shiny.",Invasive,,broadleaf,alternate,simple,"lobed, ovate, cordate",,,,"rounded lobes, coarsely toothed",3-veined,,,round,no,shiny,"dull, shiny",no,no thorns,inconspicuous / petals absent,,,aggregate/multiple,"black, red",fissured,yellow,grey-brown
broadleaf tree,Morus rubra,American mulberry,red mulberry,Moraceae,WI,"Native to northern U.S. in shaded woods, stream banks, ditches, ravines, depressions.  May hybridize with invasive white mulberry (Morus alba).","Tree to 50 ft tall with alternate, simple leaves are 7–14 cm (2 3⁄4 – 5 1⁄2"") long and 6–12 cm (2 1⁄4 – 4 3⁄4"") broad, mostly ovate to cordate in shape (though some leaves may have 2-3 irregular lobes) and with a finely serrated margin.  Milky sap is present in petiole.  Male and female flowers are in catkin-like structures. The fruit is an aggregate, resembling a blackberry, that turns from red to dark purple or black when ripe.  The upper surface of the leaves is notably rough, like fine sandpaper. The underside of the leaves is covered with soft hairs.","By wildlife: Fruits eaten by mammals and birds.  Host tree for Mourning Cloak (Nymphalis antiopa) butterfly larvae.
By humans:  Ripe fruits made into pies, jellies, or jams. Native Americans used the plant for its fibrous inner bark to make cloth, and medicinally as a laxative and emetic, and to treat worms and dysentery. The wood can be used for fenceposts and furniture, or for smoking meat.",,"White mulberry (Morus alba):  Red mulberry has a sandpapery upper leaf surface, not smooth and glossy.",Native,,broadleaf,alternate,simple,"lobed, ovate, cordate",,,,"coarsely toothed, rounded lobes",3-veined,,,round,no,rough,"dull, shiny",no,no thorns,inconspicuous / petals absent,,,aggregate/multiple,"black, red",fissured,yellow,grey-brown
"broadleaf tree, broadleaf shrub",Maclura pomifera,osage-orange,"hedge-apple, horse apple, bois d'arc, bodark, bow-wood, yellow-wood, mock orange",Moraceae,U.S.,"Native to Red River valley of Oklahoma, Arkansas, and Texas. Now widely planted and spreading in old fields, fence rows, farms.","Large shrubs or trees with yellow wood that can reach 60 feet tall, with short trunks and a broad round crown. Leaves are alternate, simple, lanceolate or oblong with long acuminate tips. They are 8-13 cm long and 5-8 cm wide with entire margins, dark green and shiny above, lighter green below.  The twigs are armed with sharp, straight, axillary spines.  The tree is dioecious, meaning female and males trees are separate.  Male flowers are borne on long, drooping racemes.  Each flower has a four-lobed hairy calyx and four stamens arising from a nectar disk.  Female flowers are small and green and clustered into a dense round head, attached to a short stalk and arising from the leaf axils. The flowers have long curved styles covered in fine white hairs.  The mature multiple fruit is a distinctive large (10-13 cm diameter) yellow-green ball, resembling a rough orange.","The live tree is dense and spiny so it can be used as an impenetrable hedge or windbreak.  The wood is hard, heavy, and strong, but flexible.  It is very durable in contact with the ground, so is used for fenceposts.  The wood was used by Native Americans to making bows, and to extract a yellow dye.",,,"Introduced, invasive and spreading",,broadleaf,alternate,simple,"lanceolate, elliptic",,,,entire,pinnate,,,round,no,shiny,"dull, shiny",yes,smooth thorns,inconspicuous / petals absent,,,aggregate/multiple,"green, yellow, orange","ridged, fissured","yellow-green, yellow",grey-brown
broadleaf tree,Platanus occidentalis,sycamore,American plane-tree,Platanaceae,WI,Naturally occurs only in SW WI.,"Large tree with multi-colored bark flaking off like puzzle pieces.  Leaves alternate, large, and palmately lobed.  Lateral bud is hidden within the base of the petiole (gently pull off a leaf to see it).  Flowers in a dense spherical cluster becoming a dangling brown ball, 1 - 1.5"" in diameter, as fruit ripens.  ",,"Multi-colored bark flakes off like puzzle pieces.  Large palmately lobed leaf and fruits in a dangling sphere 1 - 1.5"" across.","The puzzle-piece bark of sycamore makes it pretty unmistakable.  When young the leaves could be confused with maple, but the lateral buds are hidden in the hollow base of the petiole.",,,broadleaf,alternate,simple,lobed,,,,"coarsely toothed, pointed lobes","palmate, 3-veined",,,round,no,"dull, hairy","dull, hairy",no,no thorns,inconspicuous / petals absent,,,aggregate/multiple,"green, brown","flaking, smooth",yellow,multi-color
broadleaf tree,Liriodendron tulipifera,tulip poplar,"tulip tree, yellow poplar",Magnoliaceae,U.S.,"Tuliptree grows in mesic forests in Eastern North America, mostly further south than Wisconsin.  It's range may be spreading due to planting.","A stately tree with a tall, narrow crown and unique, ""tulip-shaped"" leaves with squared-off terminal lobe.  The leaves are alternate and simple.  The flowers are large, having six petals that are mostly green with orange near the base.  The fruit is unique; a collection of many ovaries in the center of the flower that develop into an aggregate of flattened samaras that disperse individually. ",Tulip tree is a popular ornamental due to its fast growth and unique foliage.  ,,,Introduced,,broadleaf,alternate,simple,"truncate, lobed",,,,"entire, pointed lobes",pinnate,,,round,no,dull,dull,no,no thorns,showy / petals present,"green, orange",radial,aggregate/multiple,"green, brown","smooth, fissured",yellow,grey-brown
"broadleaf shrub, broadleaf tree",Amelanchier sanguinea,low serviceberry,"low shadbush, round-leaved serviceberry, round-leaved shadbush",Rosaceae,WI,"Grows in a variety of open or semi-open habitats:  forest edges, meadows or fields, ridges or rocky ledges, shores of rivers or lakes.","A shrub or small tree, sometimes used ornamentally with thin, smooth, grey bark.  Leaves alternate, simple, oblong, elliptic (oval) or ovate and finely toothed with a pointed tip and rounded to slightly cordate base, 1.25 - 2.5' long (30–60 mm). Stipules are present. There usually are scattered woolly hairs on the leaf.  Flowers are actinomorphic (radial symmetry) with narrow white petals, and a hypanthium (cup-like structure) partially enclosing reproductive parts.  There are >10  stamens, and a tuft of hairs on the ovary.  The fruit is a berry-like pome, appearing like a tiny apple, becoming dark purple to black when ripe.",,,,Native,,broadleaf,alternate,simple,"ovate, elliptic",,,,finely toothed,pinnate,,,round,no,dull,dull,no,no thorns,showy / petals present,white,radial,berry,red,smooth,"orange, red, yellow",light grey
